commodity_name,event_id
"Rice, Thailand 25%",E06
Gold,E17
Gold,E01
"Crude oil, Brent",E01
Cotton,E02
Plywood,E07
Plywood,E08
"Crude oil, Dubai",E02
"Rubber, RSS3",E10
"Crude oil, Brent",E07
"Crude oil, average",E07
"Crude oil, average",E08
Plywood,E19
"Crude oil, average",E21
Maize,E17
Groundnut oil,E19
Plywood,E10
Iron ore,E15
"Coal, Australia",E10
"Coal, Australia",E09
Aluminum,E02
"Rice, Thailand 5%",E12
Platinum,E17
"Bananas, EU",E13
"Crude oil, Brent",E10
Barley,E13
Potassium chloride,E17
"Rice, Thailand 5%",E13
"Coal, South Africa",E03
Barley,E06
"Crude oil, Brent",E09
"Bananas, U.S.",E13
"Coal, Australia",E17
Copper,E15
"Bananas, EU",E04
"Bananas, U.S.",E04
"Coffee, Robusta",E24
Barley,E08
"Crude oil, Brent",E17
"Crude oil, Dubai",E03
"Coal, Australia",E24
"Rubber, RSS3",E02
"Crude oil, average",E01
Chicken,E05
Groundnuts,E13
Barley,E11
Cocoa,E13
Platinum,E02
Cocoa,E06
Aluminum,E17
Copper,E20
DAP,E08
"Coal, Australia",E02
"Crude oil, Dubai",E18
"Crude oil, Brent",E02
"Coal, South Africa",E08
Beef,E01
Beef,E05
Fish meal,E13
Iron ore,E19
Gold,E18
Beef,E06
Barley,E05
Iron ore,E10
Copper,E21
Lamb,E05
"Coal, South Africa",E15
Cocoa,E19
"Crude oil, average",E10
Plywood,E17
Fish meal,E04
"Crude oil, Dubai",E08
"Crude oil, average",E09
"Crude oil, Dubai",E21
Lead,E15
"Rubber, RSS3",E15
Cotton,E15
"Crude oil, Dubai",E15
Platinum,E15
"Crude oil, average",E17
Copper,E10
Cocoa,E01
Groundnuts,E06
Maize,E20
"Coal, Australia",E03
Plywood,E02
DAP,E14
Maize,E13
Cocoa,E24
"Bananas, EU",E19
Maize,E06
"Coal, South Africa",E06
Cotton,E20
Copper,E01
"Crude oil, Brent",E03
"Crude oil, Dubai",E20
Phosphate rock,E08
Maize,E04
"Coffee, Arabica",E13
"Rubber, RSS3",E13
"Coffee, Arabica",E06
"Crude oil, Dubai",E01
Cotton,E13
"Crude oil, average",E02
Chicken,E02
Cotton,E06
Maize,E08
Aluminum,E15
"Logs, S.E. Asia",E15
Fish meal,E05
"Coffee, Arabica",E04
Cotton,E04
"Rice, Thailand 25%",E12
"Coffee, Robusta",E13
Groundnut oil,E13
Groundnuts,E19
"Coffee, Robusta",E06
Palm oil,E13
Maize,E11
Barley,E17
"Crude oil, Brent",E18
"Tea, average",E24
Cotton,E07
"Rice, Thailand 25%",E13
Gold,E20
"Coffee, Robusta",E04
"Crude oil, Dubai",E07
Copper,E02
Maize,E19
Potassium chloride,E08
Platinum,E21
Palm oil,E08
Aluminum,E20
"Coal, South Africa",E10
"Coal, Australia",E08
DAP,E17
"Coal, South Africa",E09
"Coffee, Arabica",E19
"Logs, Africa",E19
Cotton,E19
Lead,E10
"Logs, S.E. Asia",E13
Plywood,E15
Aluminum,E06
"Logs, Africa",E10
Gold,E08
Cotton,E10
Coconut oil,E13
"Crude oil, Brent",E08
"Coal, Australia",E15
"Crude oil, Dubai",E10
"Crude oil, Brent",E21
"Coffee, Robusta",E19
"Coal, South Africa",E17
Maize,E05
"Crude oil, Dubai",E09
Potassium chloride,E10
Aluminum,E08
"Crude oil, Brent",E15
Lead,E01
"Crude oil, average",E15
"Rubber, RSS3",E01
"Crude oil, average",E03
"Rice, Thailand A1",E12
Phosphate rock,E14
"Crude oil, Dubai",E17
"Rice, Thailand A1",E13
"Rice, Thailand A1",E06
"Coffee, Arabica",E24
Palm oil,E17
"Crude oil, average",E18
Aluminum,E10
"Logs, S.E. Asia",E10
"Coal, Australia",E06
"Crude oil, Brent",E20
