commodity_name,event_id
"Rice, Thailand A1",E12
Lamb,E19
"Tea, average",E10
"Coffee, Robusta",E16
"Crude oil, Brent",E01
Groundnuts,E13
Groundnuts,E06
"Crude oil, Dubai",E03
Copper,E20
Barley,E14
Palm oil,E19
"Rice, Thailand 5%",E12
"Tea, average",E14
"Coffee, Robusta",E19
"Crude oil, average",E07
Aluminum,E06
Maize,E24
"Rubber, RSS3",E15
"Tea, average",E24
Barley,E01
"Coffee, Robusta",E07
"Coffee, Robusta",E06
Coconut oil,E19
Palm oil,E06
Cotton,E13
Chicken,E06
"Bananas, U.S.",E24
Maize,E14
Plywood,E24
"Crude oil, average",E09
"Bananas, U.S.",E19
DAP,E24
"Crude oil, average",E24
Cocoa,E19
"Tea, average",E06
Maize,E15
"Crude oil, Brent",E17
"Rice, Thailand 5%",E22
"Crude oil, Dubai",E08
Barley,E24
Aluminum,E19
"Rice, Thailand 25%",E24
Groundnuts,E19
Cocoa,E13
"Crude oil, Dubai",E24
"Crude oil, Brent",E03
"Rice, Thailand 5%",E24
"Crude oil, Dubai",E15
"Crude oil, average",E10
"Crude oil, Brent",E18
Potassium chloride,E19
"Bananas, U.S.",E14
Copper,E22
"Rice, Thailand 25%",E22
"Crude oil, Brent",E06
"Rice, Thailand 5%",E03
"Coal, Australia",E23
"Coffee, Arabica",E16
"Bananas, EU",E02
"Coal, Australia",E10
Maize,E19
"Crude oil, average",E18
Barley,E11
Phosphate rock,E19
"Coal, South Africa",E06
Aluminum,E22
"Rubber, RSS3",E06
Fish meal,E13
"Logs, S.E. Asia",E24
Maize,E07
"Crude oil, average",E17
Potassium chloride,E14
"Coal, Australia",E06
Cotton,E07
"Rubber, RSS3",E03
Cotton,E19
Phosphate rock,E14
Barley,E19
"Coffee, Robusta",E03
"Bananas, EU",E19
DAP,E17
Iron ore,E17
Maize,E08
Fish meal,E19
"Logs, S.E. Asia",E06
"Bananas, U.S.",E13
Phosphate rock,E24
"Crude oil, Dubai",E09
Maize,E03
"Coal, Australia",E09
Aluminum,E08
Copper,E15
Potassium chloride,E08
Maize,E04
"Rice, Thailand 5%",E06
"Tea, average",E13
"Crude oil, Brent",E19
Beef,E06
"Coffee, Arabica",E24
"Rice, Thailand 5%",E16
"Rubber, RSS3",E13
Beef,E24
"Rice, Thailand 25%",E13
Groundnut oil,E13
Barley,E07
"Coffee, Arabica",E13
"Bananas, EU",E24
"Rice, Thailand A1",E11
Groundnut oil,E06
"Coffee, Arabica",E02
"Coal, South Africa",E08
"Logs, Africa",E06
Palm oil,E15
"Coffee, Arabica",E03
"Rice, Thailand 25%",E03
Maize,E13
"Bananas, U.S.",E07
Maize,E11
Lamb,E03
Lamb,E24
"Crude oil, Brent",E02
"Crude oil, average",E02
DAP,E19
Plywood,E06
Barley,E03
Fish meal,E24
"Coal, Australia",E24
"Bananas, EU",E06
Platinum,E24
"Bananas, U.S.",E03
Barley,E08
Coconut oil,E13
"Crude oil, Brent",E24
"Rice, Thailand A1",E06
Copper,E23
"Rubber, RSS3",E19
Lead,E24
"Crude oil, Brent",E07
Cocoa,E24
Coconut oil,E03
Barley,E16
Palm oil,E24
"Bananas, EU",E04
DAP,E08
"Coffee, Robusta",E13
"Bananas, EU",E03
Chicken,E03
"Crude oil, Dubai",E19
"Rice, Thailand 25%",E06
Groundnut oil,E19
"Crude oil, Brent",E13
Plywood,E19
"Coffee, Robusta",E24
Barley,E13
"Crude oil, average",E06
Chicken,E24
Cotton,E06
Beef,E01
"Coffee, Arabica",E06
"Rice, Thailand A1",E24
Cotton,E24
"Crude oil, Brent",E08
Copper,E24
Potassium chloride,E17
Maize,E06
"Rice, Thailand A1",E19
"Crude oil, Dubai",E17
Groundnut oil,E24
"Bananas, U.S.",E04
"Coal, South Africa",E03
"Crude oil, average",E19
"Tea, average",E02
Iron ore,E15
Palm oil,E13
"Bananas, EU",E13
Coconut oil,E24
"Coal, Australia",E03
Maize,E16
Iron ore,E19
Lamb,E06
DAP,E06
"Bananas, U.S.",E06
"Logs, Africa",E19
Barley,E06
"Crude oil, average",E08
Potassium chloride,E06
"Rice, Thailand A1",E13
Groundnuts,E16
Chicken,E19
"Rice, Thailand 25%",E12
"Rice, Thailand 25%",E14
Iron ore,E24
Groundnuts,E24
"Rubber, RSS3",E20
"Logs, Africa",E24
"Crude oil, Brent",E10
"Crude oil, average",E03
Potassium chloride,E03
Copper,E19
"Rubber, RSS3",E24
"Coal, South Africa",E24
"Coal, South Africa",E09
Cocoa,E06
"Rice, Thailand 5%",E13
Groundnut oil,E04
Phosphate rock,E06
Gold,E20
"Crude oil, Dubai",E10
Coconut oil,E06
Cocoa,E16
Aluminum,E20
"Rice, Thailand 25%",E20
"Tea, average",E03
"Crude oil, Dubai",E18
"Tea, average",E19
"Crude oil, Brent",E09
Beef,E19
"Coal, Australia",E15
Fish meal,E06
"Coffee, Arabica",E19
"Coal, South Africa",E17
Plywood,E07
DAP,E14
Coconut oil,E15
