commodity_name,factor_id
Gold,F19
Gold,F20
Gold,F08
Gold,F17
Gold,F02
"Natural gas, Europe",F02
"Natural gas, Europe",F04
"Natural gas, Europe",F08
"Natural gas, Europe",F20
"Natural gas, Europe",F19
"Natural gas, Europe",F17
"Natural gas, Europe",F12
"Natural gas, Europe",F21
"Natural gas, Europe",F22
Aluminum,F02
Aluminum,F06
Aluminum,F04
Aluminum,F08
Aluminum,F12
Aluminum,F21
Aluminum,F19
Aluminum,F20
Aluminum,F15
Aluminum,F16
"Crude oil, Brent",F02
"Crude oil, Brent",F04
"Crude oil, Brent",F08
"Crude oil, Brent",F12
"Crude oil, Brent",F19
"Crude oil, Brent",F20
"Crude oil, Brent",F17
"Crude oil, Brent",F15
"Crude oil, Brent",F21
"Crude oil, Brent",F06
"Wheat, U.S., HRW",F02
"Wheat, U.S., HRW",F12
"Wheat, U.S., HRW",F04
"Wheat, U.S., HRW",F17
"Wheat, U.S., HRW",F08
"Tea, average",F17
"Tea, average",F02
"Tea, average",F20
"Tea, average",F11
