commodity_name,factor_id
"Sugar, U.S.",F21
"Sugar, U.S.",F16
"Sugar, U.S.",F08
"Sugar, U.S.",F20
"Sugar, U.S.",F02
"Sugar, U.S.",F13
"Sugar, U.S.",F04
"Sugar, World",F21
"Sugar, World",F12
"Sugar, World",F20
"Sugar, World",F13
"Sugar, World",F16
"Sugar, World",F02
Beef,F21
Beef,F12
Beef,F20
Beef,F08
Beef,F13
Beef,F16
"Rubber, RSS3",F03
"Rubber, RSS3",F21
"Rubber, RSS3",F22
"Rubber, RSS3",F02
"Rubber, RSS3",F20
"Rubber, RSS3",F15
"Rubber, RSS3",F12
"Rubber, RSS3",F04
"Sugar, EU",F21
"Sugar, EU",F12
"Sugar, EU",F08
"Sugar, EU",F16
"Sugar, EU",F20
"Crude oil, average",F20
"Crude oil, average",F08
"Crude oil, average",F04
"Crude oil, average",F12
"Crude oil, average",F02
"Crude oil, average",F16
"Crude oil, average",F19
"Crude oil, average",F21
"Crude oil, average",F06
"Crude oil, average",F13
Gold,F08
Gold,F17
Gold,F20
Gold,F19
Gold,F04
Gold,F21
Gold,F16
Soybeans,F21
Soybeans,F08
Soybeans,F02
Soybeans,F19
Soybeans,F16
Soybeans,F15
Cotton,F02
Cotton,F08
Cotton,F21
Cotton,F20
Cotton,F16
Cotton,F19
Silver,F08
Silver,F20
Silver,F21
Silver,F17
Silver,F19
Silver,F03
Silver,F04
Silver,F12
Silver,F02
Oranges,F17
Oranges,F21
Oranges,F22
Oranges,F08
Oranges,F20
Oranges,F16
Oranges,F02
Shrimp,F20
Shrimp,F16
Lamb,F22
Lamb,F21
Lamb,F12
Lamb,F16
Lamb,F20
"Crude oil, WTI",F08
"Crude oil, WTI",F04
"Crude oil, WTI",F20
"Crude oil, WTI",F02
"Crude oil, WTI",F12
"Crude oil, WTI",F19
"Crude oil, WTI",F21
"Crude oil, WTI",F22
"Crude oil, WTI",F16
"Crude oil, WTI",F06
"Rubber, TSR20",F08
"Rubber, TSR20",F20
"Rubber, TSR20",F21
"Rubber, TSR20",F02
"Rubber, TSR20",F04
"Rubber, TSR20",F19
"Rubber, TSR20",F16
Chicken,F21
Chicken,F24
Chicken,F12
Chicken,F20
Chicken,F08
Chicken,F16
Chicken,F23
Chicken,F13
"Bananas, U.S.",F21
"Bananas, U.S.",F16
"Bananas, U.S.",F02
"Natural gas, Index",F04
"Natural gas, Index",F08
"Natural gas, Index",F20
"Natural gas, Index",F12
"Natural gas, Index",F02
"Natural gas, Index",F03
"Natural gas, Index",F16
"Natural gas, Index",F19
"Natural gas, Index",F06
"Natural gas, Index",F17
"Natural gas, Index",F21
"Natural gas, Index",F23
"Natural gas, Index",F13
"Crude oil, Brent",F17
"Crude oil, Brent",F08
"Crude oil, Brent",F04
"Crude oil, Brent",F20
"Crude oil, Brent",F02
"Crude oil, Brent",F21
"Crude oil, Brent",F12
"Crude oil, Brent",F19
"Crude oil, Brent",F03
"Crude oil, Brent",F16
"Crude oil, Brent",F06
"Natural gas, U.S.",F08
"Natural gas, U.S.",F12
"Natural gas, U.S.",F20
"Natural gas, U.S.",F04
"Natural gas, U.S.",F02
"Natural gas, U.S.",F19
"Natural gas, U.S.",F17
"Natural gas, U.S.",F22
"Natural gas, U.S.",F21
"Natural gas, U.S.",F13
"Coffee, Robusta",F16
"Coffee, Robusta",F02
"Coffee, Robusta",F20
"Coffee, Robusta",F21
"Coffee, Robusta",F19
Soybean oil,F21
Soybean oil,F20
Soybean oil,F08
Soybean oil,F16
Soybean oil,F15
Soybean oil,F02
Soybean oil,F13
Soybean oil,F19
Cocoa,F20
Cocoa,F02
Soybean meal,F21
Soybean meal,F20
Soybean meal,F16
Soybean meal,F08
Soybean meal,F02
Soybean meal,F15
Soybean meal,F13
Soybean meal,F19
"Bananas, EU",F21
"Bananas, EU",F20
"Bananas, EU",F02
"Coffee, Arabica",F16
"Coffee, Arabica",F02
"Coffee, Arabica",F21
"Coffee, Arabica",F12
"Coffee, Arabica",F15
Palm oil,F21
Palm oil,F08
Palm oil,F02
Palm oil,F15
Palm oil,F19
"Wheat, U.S., SRW",F12
"Wheat, U.S., SRW",F17
"Wheat, U.S., SRW",F22
"Wheat, U.S., SRW",F21
"Wheat, U.S., SRW",F08
"Wheat, U.S., SRW",F02
"Wheat, U.S., SRW",F20
"Wheat, U.S., SRW",F15
"Wheat, U.S., SRW",F13
"Wheat, U.S., SRW",F19
"Wheat, U.S., SRW",F04
TSP,F02
TSP,F04
TSP,F12
TSP,F08
TSP,F03
TSP,F20
TSP,F21
Potassium chloride,F02
Potassium chloride,F08
Potassium chloride,F12
Potassium chloride,F04
Potassium chloride,F20
Potassium chloride,F21
"Tea, average",F20
"Tea, average",F16
"Tea, average",F02
"Tea, average",F22
"Tea, average",F04
"Tea, average",F12
"Tea, average",F21
Coconut oil,F21
Coconut oil,F22
Coconut oil,F16
"Urea, E. Europe",F12
"Urea, E. Europe",F02
"Urea, E. Europe",F06
